,previous_5_turn,question,next_5_turn,categorie,annotateur
0,#spk4 : monsieur,depuis combien de temps habitez-vous Orléans ?,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais,préparé,Valentin
1,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante,vous vous plaisez à  Orléans ?,#spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : Hm,préparé,Valentin
2,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à  Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à  l'Orléanais,et est-ce que vous comptez rester à  Orléans ?,#spk1 : oh je suis obligé par ma profession | #spk4 : hm | #spk4 : | #spk4 : et qu'est ce que vous faites comme travail ? | #spk1 : je suis contrôleur divisionnaire aux PTT,préparé,Valentin
322,#spk2 : alors euh j'avais mon grand-père paternel qui était en fait euh  comment on appelle ça  il conduisait des trains|#spk2 : donc euh bon je sais que  du point de vue des parents des grands-parents|#spk2 : c'est-à-dire mes arrières grands-parents ça a posé des problèmes lorsque euh ben le grand-père a voulu épouser ma grand-mère puisque c'était pas une situation euh très valorisante d'un point de vue étude ou c'est pas comme un avocat un medecin etc puisqu'il conduisait des trains|#spk2 : mais qu'en même temps bon  il était fonctionnaire donc c'était la sécurité etc et euh ma grand-mère je sais que bon ben elle a fait euh des études le le le mieux qu'elle a pu mais elle est pas allée très loin le strict minimum en fait.|,et votre père il avait beaucoup de frères et soeurs en fait ?,#spk2 : il a deux soeurs il a deux soeurs et il est au milieu c'est-à-dire que il a une grande soeur et une soeur cadette|#spk1 : et ses soeurs elles habitent euh aussi|#spk2 : alors il y a la  soeur euh la petite soeur qui est à toulouse qui a suivi en fait et euh il y a la grande soeur qui est restée du côté du mans et qui est professeur d'allemand.|#spk1 : d'accord et du côté de votre mère maintenant ?|,préparé,Marina
323,#spk2 : et  euh elle s'est très très vite très tôt d'ailleurs mariée et euh tout de suite elle s'est occupée de ses enfants et euh voilà quoi|#spk1 : et votre père il avait beaucoup de frères et soeurs en fait ?|#spk2 : il a deux soeurs il a deux soeurs et il est au milieu c'est-à-dire que il a une grande soeur et une soeur cadette|#spk1 : et ses soeurs elles habitent euh aussi|,d'accord et du côté de votre mère maintenant ?,#spk2 : alors du côté de ma mère alors euh pareil c'était mon grand-père était chauffeur de train également c'est un hasard mais finalement c'était la même chose|#spk2 : sauf qu'il est il a eu un accident donc il est mort lorsque ma mère avait dix-sept ans   et euh par contre ma grand-mère a eu euh une enfance assez misérable|#spk2 : et elle a pas du tout fait d'études alors même que euh ma mère était une élève très très sérieuse et euh très vite euh  on l'a poussée dans les études parce que justement elle avait euh ces capacités là|#spk2 : mais euh ça restait vraiment le milieu ouvrier parce que euh non ses parents n'avaient fait aucune étude et  au contraire c'était la petite qui réussissait donc euh on avait envie qu'elle qu'elle reussisse de plus en plus et de plus en plus haut donc on l'a poussée et puis euh|,préparé,Marina
324,#spk2 : et puis chez moi c'était même pas euh  je disais même pas `chez moi ' c'était c'était une cellule de travail  c'était euh j' y étais pour travailler manger dormir mais bon euh je recevais personne d'abord j'avais pas la place et puis euh c'était pas la peine.|#spk2 : donc euh bon  cette année là oui ça a été un petit peu difficile de prendre ses marques euh moi je l'ai un peu mal vécu.|#spk2 : puis après il y a eu le petit copain qui est arrivé donc tout allait mieux et puis voilà et euh au début oui c'est pas facile.|#spk1 : et euh autrement a-a-donc avant la prépa on y reviendra après mais euh au niveau de l'école primaire du collège et du lycée où est-ce que vous avez fait votre scolarité euh ?|#spk1 : d'accord et à plaisance elle était comment l'école primaire, vous en gardez des bons souvenirs est-ce que vous  ra- vous avez des souvenirs de choses que vous faisiez dans la cour de récréation enfin des choses comme ça?,#spk2 : ah oui bien-sûr parce qu'en fait euh on avait une vieille école et euh  ils en ont reconstruit une toute neuve donc en fait je pense que c'est oui pour ma dernière année de primaire j'ai changé d'école donc euh enfin j'ai changé d'école j'étais toujours avec les mêmes professeurs le même cadre d'enseignants etc|#spk2 : mais euh c'était plus les mêmes structures donc moi j'ai j'ai plus de souvenirs de l'ancienne école forcément puisque j'y étais du c.p. au c.m.1 avec euh dans la cour les grands arbres pas les petits arbustes qu'il y avait dans la nouvelle école mais bon euh il y avait des grands arbres des grands préaux euh les toilettes à la turque c'était vraiment un petit peu vieux  euh oui moi je me souviens  on jouait à trappe-trappe à la marelle à l'élastique|#spk2 : papa maman euh moi  je faisais de la g.r.s alors j'apportais mes petits rubans mes ballons et puis on faisait on faisait du sport dans la cour c'était bien !|#spk1 : donc ça c'était pour le primaire et euh et c'était bon il y avait beaucoup d'élèves c'était une petite vraiment une petite école ou?|,préparé,Marina
325,0,et alors euh le bon après le euh si on revient à la prépa justement qu'est-ce que euh vous avez des bons souvenirs de prépa ?,#spk1 :  des mauvais#spk2 : bé je l'ai faite à toulouse en fait à saint-sernin  à toulouse et des bons souvenirs des mauvais euh bons oui parce que la première année ça a vraiment été une année  euh d'entraide où euh tout le monde participait tout le monde s'entraidait euh|#spk2 : bon je sais que euh on était tous les pilliers les uns des autres on  pouvait vraiment s'aider ça c'était très important et c'est vrai que c'est là dessus que je garde la les meilleurs souvenirs en plus c'était mon année de cohabitation et malgré tout ça ça a vraiment influencé euh ma vision de ma première année|#spk2 : et quand je suis arrivée en deuxième année où là j'avais l'impression que j'avais trente fois plus de boulot et euh j'en venais à me dire `bé c'est facile la première année finalement !' et puis fallait qu'on me dise `mais non mais la première année tu as galéré quoi!'  et euh moi je me rendais plus compte tellement euh je me rendais compte que|#spk2 : la seconde année c'était vraiment vraiment difficile en plus comme j'étais toute seule ben  il y avait plus ce système d'entraide et puis on avait tellement de travail que on avait même plus l-trop le temps de s'aider les uns les autres|,préparé,Marina
326,#spk2 : et le plus jeune a eu un cancer des os justement peu après la mort de  de son père donc bon ben elle la grand-mère c'était euh elle était en dépression  enfin bon c'était pas c'est pas très drôle quand même hein !|#spk1 : pas très drôle. euh donc vous les seuls souvenirs que vous avez en tout cas c'est vraiment sur toulouse en fait|,vous pouvez décrire la maison  ou je sais pas est-ce que vous avez déménagé dans toulouse ou toujours habité ici ?,#spk2 : déménagé dans toulouse oui parce que je je me souviens enfin j'ai une image parce que j'étais vraiment petite quand j'ai-je suis arrivée.|#spk2 : j'ai une image des des platanes sur le côté de la route et je sais que euh j'ai l'image de l'appartement euh vraiment tout petit et miteux qu'on avait euh au départ  quand on est arrivés|#spk2 : mais euh vraiment par flashs parce que c'est pas des vrais souvenirs je me souviens  pas d'avoir couru dans l'appartement ni rien et après on a vécu à plaisance-du -touch donc euh le petit village qui est à côté|#spk2 : et euh on était en location  je me souviens très bien qu'il y avait un grand potager derrière parce que j'adorais aller dans le potager parce que il y avait le petit monsieur qui s'en occupait et au fond du jardin il avait une cabane il nous donnait des friandises et tout donc euh c'était le grand plaisir des enfants d'aller le au fond du jardin voir le papy|,préparé,Marina
327,#spk2 : et euh et puis ma mère elle est ré-elle est allée à ségenne donc de l'autre côté de saint-lys donc euh un petit peu plus excentré encore puis moi ben j'avais dix-huit ans euh j'ai j'ai passé mon bac et puis je suis rentrée en pépa donc euh  je suis allée euh|#spk2 : en résiden-en résidence donc très vite en fait euh moi j'ai quitté le le noyau familial  moi ça fait déjà euh  ça va faire trois ans que je suis toute seule quoi|#spk1 : et euh donc en fait  ils ont di-enfin quand ils ont divorcé vos parents vous aviez dix-huit ans|#spk2 : j'étais un petit peu plus jeune j'avais euh j'avais seize ans quand ils ont divorcé j'ai commencé à aller vivre chez ma mère donc on est resté sur plaisance et puis ça c'est pas très bien passé donc je suis allée vivre chez mon père qui s'était mis en ménage avec quelqu'un|,hum hum et euh vous avez des frères et soeurs ou?,#spk2 : j'ai une petite soeur. j'ai une petite soeur qui a dix-sept ans.|#spk1 : ah elle est pas si petite quand même|#spk2 : oui enfin je dis toujours petite parce que|#spk1 : elle vit avec votre père ou avec votre mère ?|,préparé,Marina
328,0,et est-ce qu'il y en a euh qui au contraire vous ont laissé un très bon souvenir ?,#spk2 : oui ben justement cette prof là.oui.|#spk1 : donc c'est presque plus sur la qualité que sur la personne ou c'est tout mélangé enfin je sais pas?|#spk2 : oh ben ça dépend parce que il y a des profs on leur on leur reconnaît pas forcément moi je les profs que j'ai beaucoup aimés sont pas forcément les profs euh qui m'ont le mieux appris.|#spk2 : et euh moi je me souviens euh de ma prof de français par exemple de première donc après j'ai eu le bac de français donc euh elle a vraiment eu une importance sur cette année qui était primordiale|,préparé,Marina
329,0,et le lycée vous en gardez un bon souvenir aussi ?,#spk1 :  ou euh moins bon ou je sais pas ou#spk2 : euh le lycée  moi je sais  que c'est là vraiment où euh j'ai commencé à avoir euh bon j'ai toujours eu euh beaucoup de plaisir à apprendre depuis que je suis toute petite j'adore mais euh mais le lycée vraiment euh j'avais l'impression qu'on m'apprenait des choses que je ne connaissais pas|#spk2 : enfin j'avais même pas eu préséance de ce qui de ce qui  pouvait être après donc euh le lycée vraiment euh bon ben j'ai commencé l'italien alors que j'avais pas du tout commencé l'italien donc vraiment j'ai c'était le lieu de découverte.|#spk2 : mais en même temps euh  j'étais au lycée polyvalent c'était à l'époque où il y a eu la mort d'abib qui s'est passée il y a quelques années.|#spk2 : donc euh il y a eu euh pas mal de crises au sein du lycée il y a eu un professeur qui s'est fait agressé il y avait des motos qui rentraient dans la cour|,préparé,Marina
330,#spk2 : je sais pas si on peut dire qui tabassait mais c'est pas très loin de ça euh des mauvais élèves et qui m- qui méprisait si on peut dire les mauvais élèves et  ça ça ça m'a fait mal.|#spk2 : e et euh après donc au c.e.s c- c'était euh|#spk2 : ah je n'ai pas connu le c.e.s. d'abord ça n'existait pas. ca n'existait pas. euh après le c.m. deux on avait trois choix. ou le lycée ou le cours complémentaire donc l'enseignement secondaire court ou les la classe de fin d'études.|#spk2 : et donc là la sélection était draconnienne et sur notre c.m. deux qui était si on peut dire un c.m. deux chauffé bon nous avons été trois à aller au lycée euh il devait y en avoir une quizaine à peu près peut-être un peu plus une vin- non une quinzaine à aller en cours complémentaire dans le même établissement d'ailleurs qui avait école primaire et cours complémentaire dont certains après sont entrés en seconde après avoir fait donc euh l'enseignement secondaire court|,donc le lycée c'était c'était où c'était à carca-?,#spk2 : alors le lycée c'était à carcassonne et il y avait à cette époque là une coupure euh très nette entre l'enseignement primaire mh soit les classes primaires proprement dites soit euh le le p- le primaire long c'est à dire le cours complémentaire et le lycée euh qui avait encore euh le le decorum et les traditions du lycée bourgeois d'autrefois quoi.||,préparé,Marina
331,#spk2 : hein donc l- mon plus jeune frère non n'y a jamais euh habité. les souvenirs que j'ai de cette maison euh nous étions trois il y avait ma soeur et mon cadet.|#spk1 : d'accord. et euh donc pour a- pour aller à à l'école vous étiez aussi scolarisé à carcassonne ?|#spk2 : ah j'ai été scolarisé à carcassonne. j'ai commencé dans les classes enfantines du lycée de jeunes filles  pendant un an. euh non plus que ça d'abord en classe enfantine puis j'y ai fait un cp et puis on m'a mis parce que on pouvait pas garder les garçons dans les lycées de fille à l'époque ça ne se faisait pas|,et donc euh et donc ça c'était à l'école primaire  et et et elle était loin de la maison ou elle était ?,#spk2 : euh la euh le les deux étaient les euh si j'avais été donc d'abord au lycée de filles c'est parce c'était très près de la maison et puis l'école primaire était un petit peu plus loin mais j'y suis toujours allé à pied comme les écoliers autrefois.|#spk1 : et est-ce que vous avez des souvenirs de jeux que vous faisiez dans la récréation dans la cour de récréation ou ?|#spk2 : oh on peut en trouver je jouais aux billes ça je m'en souviens. je jouais aux billes je jouais assez peu ou même pas du tout aux jeux de groupe du genre jeux de garçons bagarre et compagnie ça j'étais assez trouillard j'ai jamais joué à ces trucs là|#spk1 : et c'était euh l'école c'était com- enfin c'é- vous pouvez la décrire ça ressemblait à  ?|,préparé,Marina
332,#spk1 : d'accord. et euh donc pour a- pour aller à à l'école vous étiez aussi scolarisé à carcassonne ?|#spk2 : ah j'ai été scolarisé à carcassonne. j'ai commencé dans les classes enfantines du lycée de jeunes filles  pendant un an. euh non plus que ça d'abord en classe enfantine puis j'y ai fait un cp et puis on m'a mis parce que on pouvait pas garder les garçons dans les lycées de fille à l'époque ça ne se faisait pas|#spk2 : à l'école publique laïque et là j'ai redoublé mon cp ça a été un traumatisme terrible euh parce que j'avais commencé des études en avance et j'ai du redoubler mon cp  en à l'école publique.|#spk1 : et donc euh et donc ça c'était à l'école primaire  et et et elle était loin de la maison ou elle était ?|,et est-ce que vous avez des souvenirs de jeux que vous faisiez dans la récréation dans la cour de récréation ou ?,#spk2 : oh on peut en trouver je jouais aux billes ça je m'en souviens. je jouais aux billes je jouais assez peu ou même pas du tout aux jeux de groupe du genre jeux de garçons bagarre et compagnie ça j'étais assez trouillard j'ai jamais joué à ces trucs là|#spk1 : et c'était euh l'école c'était com- enfin c'é- vous pouvez la décrire ça ressemblait à  ?|#spk2 : oh c'était c'était la laïque prototypique euh d'au- d'autrefois euh où le seul instituteur jeune avait le c.p. et euh c'était une école de fin de carrière si on peut dire hein c'était la la fin de carrière de l'instituteur donc c'était vraiment euh la la la tradition et euh toutes les classes étaient rangées|#spk2 : on allait au bout de la cour c'était le c.p. l'année d'après on passait au c.e. un et ainsi de suite pour culminer euh au c.m. deux où on nous chauffait  pour nous faire entrer en sixième les quelques uns qui allaient y aller.|,préparé,Marina
333,#spk2 : à l'école publique laïque et là j'ai redoublé mon cp ça a été un traumatisme terrible euh parce que j'avais commencé des études en avance et j'ai du redoubler mon cp  en à l'école publique.|#spk1 : et donc euh et donc ça c'était à l'école primaire  et et et elle était loin de la maison ou elle était ?|#spk2 : euh la euh le les deux étaient les euh si j'avais été donc d'abord au lycée de filles c'est parce c'était très près de la maison et puis l'école primaire était un petit peu plus loin mais j'y suis toujours allé à pied comme les écoliers autrefois.|#spk1 : et est-ce que vous avez des souvenirs de jeux que vous faisiez dans la récréation dans la cour de récréation ou ?|,et c'était euh l'école c'était com- enfin c'é- vous pouvez la décrire ça ressemblait à  ?,#spk2 : oh c'était c'était la laïque prototypique euh d'au- d'autrefois euh où le seul instituteur jeune avait le c.p. et euh c'était une école de fin de carrière si on peut dire hein c'était la la fin de carrière de l'instituteur donc c'était vraiment euh la la la tradition et euh toutes les classes étaient rangées|#spk2 : on allait au bout de la cour c'était le c.p. l'année d'après on passait au c.e. un et ainsi de suite pour culminer euh au c.m. deux où on nous chauffait  pour nous faire entrer en sixième les quelques uns qui allaient y aller.|#spk1 : il y avait pas de classes dans enfin c'était pas comme des écoles de campagne où il y a trois niveaux ?|#spk1 : l : non non c'était ah non non c'était chaque niveau était bien bien distinct oui oui. oui oui.|,préparé,Marina
334,#spk1 : et c'était euh l'école c'était com- enfin c'é- vous pouvez la décrire ça ressemblait à  ?|#spk2 : oh c'était c'était la laïque prototypique euh d'au- d'autrefois euh où le seul instituteur jeune avait le c.p. et euh c'était une école de fin de carrière si on peut dire hein c'était la la fin de carrière de l'instituteur donc c'était vraiment euh la la la tradition et euh toutes les classes étaient rangées|#spk2 : on allait au bout de la cour c'était le c.p. l'année d'après on passait au c.e. un et ainsi de suite pour culminer euh au c.m. deux où on nous chauffait  pour nous faire entrer en sixième les quelques uns qui allaient y aller.|#spk1 : il y avait pas de classes dans enfin c'était pas comme des écoles de campagne où il y a trois niveaux ?|,et qu'est-ce que vous faisiez est-ce que vous avez des souvenirs d'activités ou de jeux que vous faisiez après l'école en fait ?,|,préparé,Marina
335,#spk2 : c'était c'était j'allais dire pour l'époque un relativement grand lycée pratiquement le seul de l'aude avec peut-être celui de narbonne et on regardait de haut castelnaudary ou limoux. par rapport à aujourd'hui c'était un petit lycée évidemment.|#spk2 : hein en terminale il y avait une philo une math élém et une scienc ex comme on disait à l'époque c'est à dire il y avait trois classes eh il y avait trois classes euh euh terminales.|#spk1 : donc euh le lycée est-ce qu'il y a des très bons souvenirs des très mauvais souvenirs comment ?|#spk2 : oh pff. globalement plutôt des bons souvenirs. euh hum parce que bon j'y étais assez j'y étais assez à l'aise donc il y avait b- d- de de bons rapports avec la plupart des d- des enseignants.|,et est-ce que vous avez appris des langues étrangères au lycée ?,#spk2 : et bien j'ai appris euh l'anglais depuis la sixième euh ce qui fait que je suis incapable de le parler  c'est-à-dire que j- avec un exc- un professeur que j''aimais beaucoup et qui m'aimait bien euh mais qui parlait l'anglais avec l'accent de montréal de l'aude et donc il m'a bien appris la grammaire et du vocabulaire mais pas du tout la prononciation j'ai découvert qu'il y avait des diphtongues en  anglais en en prépa euh euh plusieurs années plus tard|#spk2 : et puis de de l'espagnol en second cycle  et du latin bien sûr  n'en parlons pas ça c'était la base .|#spk1 : euh après le le lycée ?|#spk2 : donc après le lycée je suis allé en prépa et donc là j'ai quitté le milieu méridional puisque je suis allé à louis le grand à paris.|,préparé,Marina
336,0,alors est-ce que vous êtes né dans la région de toulouse ?,#spk2 : pas tout à fait puisque je suis né en dans l'aude c'est à dire du côté méditérannéen de l'occitanie.|#spk1 : d'accord. et euh en fait ça ça fait combien d- de kilomètres de toulouse en fait à peu près l'aude ?|#spk2 : ca fait ben c'est mitoyen donc  euh ça se touche  donc là où ça se touche ça fait zéro et mais par rapport à l'endroit où j'ai habité ça fait une centaine de kilomètres  à peu près.|#spk1 : et euh en fait vous êtes arrivés à quel âge à quel moment en fait à toulouse?|,préparé,Marina
337,#spk2 : top|#spk1 : alors est-ce que vous êtes né dans la région de toulouse ?|#spk2 : pas tout à fait puisque je suis né en dans l'aude c'est à dire du côté méditérannéen de l'occitanie.|#spk1 : d'accord. et euh en fait ça ça fait combien d- de kilomètres de toulouse en fait à peu près l'aude ?|,et euh en fait vous êtes arrivés à quel âge à quel moment en fait à toulouse?,#spk2 : je suis arrivé à toulouse donc en euh soixante-dix-neuf j'avais quarante-six ans. non ça marche pas ça je me suis trompé trente-six ans je me trompe de dix ans. euh oui voilà quarante-trois plus trente-six ça fait soixante-dix-neuf.|#spk1 : et autrement dans l'aude c'était toujours le la le même la même ville ou le même village ou c'était ?|#spk2 : euh pre- j'habi- j'ai habité donc euh mon enfance et mon adolescence à carcassonne donc jusqu'à l'âge de dix-huit ans bon mais avec des vacances en famille dans d'autres endroits de l'aude.|#spk1 : donc la ville natale ça serait carcassonne ?|,préparé,Marina
338,#spk1 : et autrement dans l'aude c'était toujours le la le même la même ville ou le même village ou c'était ?|#spk2 : euh pre- j'habi- j'ai habité donc euh mon enfance et mon adolescence à carcassonne donc jusqu'à l'âge de dix-huit ans bon mais avec des vacances en famille dans d'autres endroits de l'aude.|#spk1 : donc la ville natale ça serait carcassonne ?|#spk2 : je n'y suis pas né    mais  ça revient pratiquement ça revient pratiquement au même puisque mes parents ont dû s'y installer quand j'avais deux ou trois ans quelque chose comme ça.|,et euh en comparaison euh vous préférez toulouse à ou carcassonne ?,#spk1 :  ou c'est pas sur le même plan en fait #spk2 : ah c'est très difficile  c'est tr- c'est très difficile parce que je ne crois pas que j'aurais aimé vivre à carcassonne mais d'un autre côté je me sens méditérannéen et pas aquitain . voilà .|#spk1 : euh et à toulouse est-ce que vous aimez bien la vie qu'est-ce que vous aimez bien ou qu'est-ce que vous aimez moins euh ?||,préparé,Marina
339,#spk1 : donc la ville natale ça serait carcassonne ?|#spk2 : je n'y suis pas né    mais  ça revient pratiquement ça revient pratiquement au même puisque mes parents ont dû s'y installer quand j'avais deux ou trois ans quelque chose comme ça.|#spk1 : oui donc toute la scolarité  c'est à carcassone  d'accord.|#spk1 : et euh en comparaison euh vous préférez toulouse à ou carcassonne ? ou c'est pas sur le même plan en fait ?|,euh et à toulouse est-ce que vous aimez bien la vie qu'est-ce que vous aimez bien ou qu'est-ce que vous aimez moins euh ?,|,préparé,Marina
340,#spk1 : et autrement euh qu'est-ce que est-ce que qu'est ce que vous faites pendant les voy- les vacances  ? est ce que vous voyagez est-ce que ?|#spk2 : eh bien il y a eu une époque où on a beaucoup voyagé puis de moins en moins  et actuellement c'est presque réduit à zéro parce que je suis tellement en retard de tous mon mes programmes à la fois de travail de recherche et de et d'espace vert que que l'été est pris entièrement euh par ça.|#spk1 : à rester euh|#spk2 : euh à rester pratiquement ch- non alors si avec quelques séjours et même assez fréquents chez ma mère  euh bon donc ça ça me prend quand même du temps.|#spk1 : et autrement dans les voyages antérieurs vous avez visité beaucoup de pays ou bien ?|#spk2 : oh bon  on a on a voyagé dans pas mal de pays d'europe et un peu aux etats-unis et bon pas mal en algérie quand on y a habité bon j'avais fait un voyage au moyen orient quand j'étais étudiant.|#spk2 : euh si- et sinon le reste du temps on a beaucoup voyagé en en espagne en italie en allemagne enfin un peu partout un peu partout en europe sauf l'europe de l'est et la scandinavie.|,et autrement euh qu'est-ce que est-ce que qu'est ce que vous faites pendant les voy- les vacances  ?,#spk1 :  est ce que vous voyagez est-ce que #spk2 : eh bien il y a eu une époque où on a beaucoup voyagé puis de moins en moins  et actuellement c'est presque réduit à zéro parce que je suis tellement en retard de tous mon mes programmes à la fois de travail de recherche et de et d'espace vert que que l'été est pris entièrement euh par ça.|#spk1 : à rester euh|#spk2 : euh à rester pratiquement ch- non alors si avec quelques séjours et même assez fréquents chez ma mère  euh bon donc ça ça me prend quand même du temps.|#spk1 : et autrement dans les voyages antérieurs vous avez visité beaucoup de pays ou bien ?|,préparé,Marina
341,#spk1 : et autrement euh qu'est-ce que est-ce que qu'est ce que vous faites pendant les voy- les vacances  ? est ce que vous voyagez est-ce que ?|#spk2 : eh bien il y a eu une époque où on a beaucoup voyagé puis de moins en moins  et actuellement c'est presque réduit à zéro parce que je suis tellement en retard de tous mon mes programmes à la fois de travail de recherche et de et d'espace vert que que l'été est pris entièrement euh par ça.|#spk1 : à rester euh|,et autrement dans les voyages antérieurs vous avez visité beaucoup de pays ou bien ?,#spk2 : oh bon  on a on a voyagé dans pas mal de pays d'europe et un peu aux etats-unis et bon pas mal en algérie quand on y a habité bon j'avais fait un voyage au moyen orient quand j'étais étudiant.|#spk2 : euh si- et sinon le reste du temps on a beaucoup voyagé en en espagne en italie en allemagne enfin un peu partout un peu partout en europe sauf l'europe de l'est et la scandinavie.||,préparé,Marina
342,#spk1 : d'accord et donc par contre maintenant dans votre vie personnelle donc vous êtes marié vous avez des enfants ?|#spk2 : euh nous avons trois filles  qui ont qui ont donc de trente-deux à vingt-sept ans euh l'ainée est née en algérie  et elle est aujourd'hui documentaliste euh dans la région parisienne.|#spk2 : euh elle a fait donc des études d'histoire et  puis de documentation. euh la seconde a fait des études de commerce de gestion euh à paris et à berlin. et elle est aujourd'hui aux etats-unis euh où elle n'exerce pas vraiment dans une fonction en rapport avec ses études.|#spk2 : et la troisième avait a fait des études d'anglais ici jusqu'en d.e.s.s de traduction et elle fait actuellement à paris de la traduction de sous-titres.|#spk1 : hum hum  d'accord donc en fait il y en aucune qui vit dans la région ?|#spk2 : aucune ne vit dans la région.|#spk1 : et pas de petits enfants ?|#spk2 : euh l'ainée vient d'avoir un son premier enfant.|#spk1 : un petit bébé encore|#spk2 : euh de- il a à peine  quelques mois il est né au mois de janvier donc en faisant les soustractions on pourrait trouver l'âge.|#spk1 : c'est vraiment un petit   euh et en fait elles étaient il y en avait qu'une qui était plutôt littéraire celle qui faisait de l'anglais ou ?|#spk2 : euh ben l'ainée a fait de l'histoire euh l'ai- l'ai- l'ai- l'ainée était est intéressée par euh par l'histoire. elle ne voulait pas enseigner elle ne voulait pas être dans la fonction publique  et euh donc c'est c'est pff elle a fait donc ses études de documentation et comme elle voulait vivre à paris|#spk2 : elles étaient toutes très attirées par paris assez attachées à leur grand mère euh maternelle.|,d'accord et donc par contre maintenant dans votre vie personnelle donc vous êtes marié vous avez des enfants ?,#spk2 : euh nous avons trois filles  qui ont qui ont donc de trente-deux à vingt-sept ans euh l'ainée est née en algérie  et elle est aujourd'hui documentaliste euh dans la région parisienne.|#spk2 : euh elle a fait donc des études d'histoire et  puis de documentation. euh la seconde a fait des études de commerce de gestion euh à paris et à berlin. et elle est aujourd'hui aux etats-unis euh où elle n'exerce pas vraiment dans une fonction en rapport avec ses études.|#spk2 : et la troisième avait a fait des études d'anglais ici jusqu'en d.e.s.s de traduction et elle fait actuellement à paris de la traduction de sous-titres.|#spk1 : hum hum  d'accord donc en fait il y en aucune qui vit dans la région ?|,préparé,Marina
343,#spk2 : mais il y a quand même une maison que je peux dire la maison de mon enfance. voilà.|#spk1 : c'est la maison de votre grand père.|,et vous pouvez la décrire un peu c'était une maison de ville ?,#spk2 : je pour- oh je pourrais la décrire avec beaucoup de précision.  euh c'était une maison pas très ancienne que mon grand-père avait fait bâtir dans les années trente qu'il avait d'abord louée puis habitée euh euh lui-même.|#spk2 : c'était une maison de ville mais pas de centre ville donc sur une cour et avec un avec un jardin. alors s'il faut être plus précis je peux !|#spk1 : le jardin justement c'était un jardin d'agrément ou un jardin potager?|#spk2 : ah c'était un jardin qui avait des vélléités qui a eu des vélléités de potager des vélléités d'agréments et des boulversements fréquents suivant les lubies de mon grand père .|,préparé,Marina
344,#spk2 : c'était une maison de ville mais pas de centre ville donc sur une cour et avec un avec un jardin. alors s'il faut être plus précis je peux !|#spk1 : le jardin justement c'était un jardin d'agrément ou un jardin potager?|#spk2 : ah c'était un jardin qui avait des vélléités qui a eu des vélléités de potager des vélléités d'agréments et des boulversements fréquents suivant les lubies de mon grand père .|#spk1 : donc il y avait les deux générations en fait dans la même|,et euh et donc d- dans votre famille vous avez des frères et soeurs ou ?,#spk2 : j'ai euh deux frères et une soeur.|#spk1 : et donc tout le monde habitait dans cette maison en fait il y avait ?|#spk2 : euh oui et non dans la mesure où mon plus jeune frère a dix-huit ans de moins que moi et il est né euh alors  faudrait me souvenir exactement au moment où nous avons quitté cette maison.||,préparé,Marina
345,0,et vos parents ils étaient aussi originaires de carcassonne ou de la région  ?,#spk2 : mes parents étaient originaires de la région donc mon père originaire des corbières occidentales et ma mère du pays de sault. c'est à dire la haute vallée de l'aude.|#spk1 : hum hum  et euh donc votre père qu'est ce qu'il faisait comme comme profession ?|#spk2 : il était employé de banque à carcassonne.|#spk1 : et il parlait euh français ou est-ce qu'il a parlé une langue régionale|,préparé,Marina
346,#spk2 : j'y vais le moins possible  parce que j'aime pas la ville en général mais enfin parmi les villes s- toulouse est sans doute une des plus habitables|#spk1 : et vos parents ils étaient aussi originaires de carcassonne ou de la région  ?|,hum hum  et euh donc votre père qu'est ce qu'il faisait comme comme profession ?,#spk2 : il était employé de banque à carcassonne.|#spk1 : et il parlait euh français ou est-ce qu'il a parlé une langue régionale|#spk2 : non il ne il ne parle que le  il ne parlait que le français. il comprenait l'occitan il pouvait en articuler quelques mots mais il n'aurait pas pu le parler couramment.|#spk1 : et il a été il a fait des études jusqu'à quel niveau ?|,préparé,Marina
