,previous_5_turn,question,next_5_turn,categorie,annotateur
556,#spk1 : et c'est vous trouvez ça dur aussi de changer parce que vous étiez salarié à la poste et tout ça donc  vous aviez une vie euh on va dire confortable enfin  ben oui c'est ça enfin   voilà c'est ça|#spk1 : est-ce que des fois vous regrettez ça enfin vous avez fait le choix mais je veux dire euh ?|#spk2 : non je regrette pas en fait ça je le regrette pas parce que autour de moi quand même j'é- j'évolue avec des gens quand même qui avaient un certain niveau et|#spk2 : fallait j- fallait que je suive. d- d'avoir quitté cet emploi d'avoir quitté un emploi pour m'élever euh mentalement ça je le regrette pas ça parce que j'ai vraiment|,donc plus tard donc pour l'instant vous savez pas trop   vous savez pas trop. vous avez des angoisses ?,#spk2 : ah ouais des angoisses ouais beaucoup.|#spk1 : pourquoi? quel genre justement ?|#spk2 : quel genre ? c'est que j'approche la trentaine et que je sais pas je fais des choses pas dans l'ordre canonique des choses.|#spk2 : je reprends mes études à vingt-trois ans à l'âge où on devrait euh d'un point de vue canonique penser aux enfants et à faire construire moi j'en suis à une troisième année enfin c- ce décalage-là me gène un peu quand même.|,spontané,Marina
557,#spk2 : non je regrette pas en fait ça je le regrette pas parce que autour de moi quand même j'é- j'évolue avec des gens quand même qui avaient un certain niveau et|#spk2 : fallait j- fallait que je suive. d- d'avoir quitté cet emploi d'avoir quitté un emploi pour m'élever euh mentalement ça je le regrette pas ça parce que j'ai vraiment|#spk2 : en trois ans je pense que je me suis un peu hissé euh   mentalement donc d- de ce côté là je regrette pas le choix que j'ai fait mais après au jour le jour ça c- ça c'est dur enfin voilà mais sinon ouais voilà|#spk1 : donc plus tard donc pour l'instant vous savez pas trop   vous savez pas trop. vous avez des angoisses ?|,pourquoi?,#spk1 :  quel genre justement #spk2 : quel genre ? c'est que j'approche la trentaine et que je sais pas je fais des choses pas dans l'ordre canonique des choses.|#spk2 : je reprends mes études à vingt-trois ans à l'âge où on devrait euh d'un point de vue canonique penser aux enfants et à faire construire moi j'en suis à une troisième année enfin c- ce décalage-là me gène un peu quand même.||,spontané,Marina
558,#spk2 : non je regrette pas en fait ça je le regrette pas parce que autour de moi quand même j'é- j'évolue avec des gens quand même qui avaient un certain niveau et|#spk2 : fallait j- fallait que je suive. d- d'avoir quitté cet emploi d'avoir quitté un emploi pour m'élever euh mentalement ça je le regrette pas ça parce que j'ai vraiment|#spk2 : en trois ans je pense que je me suis un peu hissé euh   mentalement donc d- de ce côté là je regrette pas le choix que j'ai fait mais après au jour le jour ça c- ça c'est dur enfin voilà mais sinon ouais voilà|#spk1 : donc plus tard donc pour l'instant vous savez pas trop   vous savez pas trop. vous avez des angoisses ?|#spk1 : pourquoi, quel genre justement ?,#spk2 : quel genre ? c'est que j'approche la trentaine et que je sais pas je fais des choses pas dans l'ordre canonique des choses.|#spk2 : je reprends mes études à vingt-trois ans à l'âge où on devrait euh d'un point de vue canonique penser aux enfants et à faire construire moi j'en suis à une troisième année enfin c- ce décalage-là me gène un peu quand même.||,spontané,Marina
559,#spk2 : fallait j- fallait que je suive. d- d'avoir quitté cet emploi d'avoir quitté un emploi pour m'élever euh mentalement ça je le regrette pas ça parce que j'ai vraiment|#spk2 : en trois ans je pense que je me suis un peu hissé euh   mentalement donc d- de ce côté là je regrette pas le choix que j'ai fait mais après au jour le jour ça c- ça c'est dur enfin voilà mais sinon ouais voilà|#spk1 : donc plus tard donc pour l'instant vous savez pas trop   vous savez pas trop. vous avez des angoisses ?|#spk2 : ah ouais des angoisses ouais beaucoup.|,quel genre ?,#spk2 :  c'est que j'approche la trentaine et que je sais pas je fais des choses pas dans l'ordre canonique des choses.#spk2 : je reprends mes études à vingt-trois ans à l'âge où on devrait euh d'un point de vue canonique penser aux enfants et à faire construire moi j'en suis à une troisième année enfin c- ce décalage-là me gène un peu quand même.||,spontané,Marina
560,#spk2 : et en revenant euh comme j'ai mon grand frère qui est quand même euh qui est professeur donc qui a passé certains niveaux euh de réflexion on en a parlé. il m'a orienté au daeu d'ailleurs c'est lui qui m'a co- qui m'a communiqué les informations et|#spk2 : et voilà je me suis investi dans cette voie. etant donné qu'au point de vue du  professionnellement j'avais pas j'avais fait quelques preuves étant donné que j'étais capable d'assumer euh une profession sans être non plus euh totalement je-m'en-foutiste donc je me suis dit pourquoi pas étant donné que je suis curieux de nature. j'avais envie de découvrir à cet âge là. pas avant. avant c'était pas ça.|#spk1 : et euh donc vous avez fait ça et après vous êtes rentré à la fac ?|#spk1 : et pourquoi vous avez choisi la la linguistique, est-ce que c'est un hasard est-ce que qu'est-ce qu- ?,#spk2 : euh. c'est vraiment un choix euh. pour aller vite c'est un choix qui vient du coeur mais bon c'est vraiment par passion. les mots ça m'a toujours euh attiré sans trop savoir pourquoi mais.|#spk2 : le la ouais les mots c'est extre- essentiellement les mots j- depuis tout petit j'aime beaucoup sortir des mots assez compliqués enfin j'ai un approche vis à vis du mot qui est personnel et donc euh par passion je me suis dirigé vers cette voie.|#spk2 : et mais euh je voudrais dire que j'en reviens un peu parce que euh  ça reste un choix euh pff  presque utopique.|#spk2 : parce que je euh d'ailleurs ma ma ma licence là que je suis en train de faire je me suis euh redirigé vers quelque chose de beaucoup plus concret ou pragmatique puisque j'ai choisi la spécialisation informatique .|,spontané,Marina
561,#spk2 : ouais j'habite un  c'est un vingt mètres carré euh c'est un studio on peut dire c'est un studio enfin c'est une chambre universitaire  hein je connais les cités universitaires c'est pas plus grand hein.|#spk2 : c'est une chambre de vingt mètres carré considérée comme un studio dans une résidence à à rangeuil là je sais pas si vous connaissez euh c'est juste à côté de l'hôpital .|#spk2 : bon là aussi c'est particulier puisque c'est euh c'est une un un t.un enfin un studio dans une résidence privée avec piscine et tout tout neuf et c'est enfin il se trouve que le propriétaire de l'appartement où je suis c'est le le patron de ma maman.|#spk2 : et qu'il me l'a baissé à mille cinq cent francs ou sinon je pouvais pas  me le me le  payer donc euh il me l'a baissé euh  il était à deux mille et quelques il me l'a fait à mille cinq cent francs que ça correspond avec ce que je reçois comme bourse.|,donc l'année dernière vous étiez en cité u avant enfin ?,#spk2 : non c'était ma première année de deug donc c'était euh il y a deux ans. j'étais à chapou je sais pas si vous connaissez le long du canal là allée de brienne ?  j'étais là.|#spk2 : et voilà j'avais une chambre universitaire euh enfin comme tout le monde connaît. enfin c'était pas une studette hein. je sais que mon frère lui il avait une studette en cité u moi c'était vraiment la chambre euh voilà quoi mais étant donné que j'ai fait l'armée ça m'a pas trop dérangé ça quand même.|#spk1 : et votre euh justement votre frère il a fait ses études à toulouse aussi lui ?|#spk2 : lui aussi à paul sabatier par contre euh plutôt euh chi- enfin plutôt en biochimie en chimie. lui a fait terminale c à l'époque. c'était ceux qui étaient pas assez forts pour aller en s euh.|,spontané,Marina
562,#spk2 : non c'était ma première année de deug donc c'était euh il y a deux ans. j'étais à chapou je sais pas si vous connaissez le long du canal là allée de brienne ?  j'étais là.|#spk2 : et voilà j'avais une chambre universitaire euh enfin comme tout le monde connaît. enfin c'était pas une studette hein. je sais que mon frère lui il avait une studette en cité u moi c'était vraiment la chambre euh voilà quoi mais étant donné que j'ai fait l'armée ça m'a pas trop dérangé ça quand même.|#spk1 : et votre euh justement votre frère il a fait ses études à toulouse aussi lui ?|#spk2 : lui aussi à paul sabatier par contre euh plutôt euh chi- enfin plutôt en biochimie en chimie. lui a fait terminale c à l'époque. c'était ceux qui étaient pas assez forts pour aller en s euh.|,donc lui il a eu un parcours je dirais plus canonique ?,#spk2 : voilà ouais lui euh   très bien il a pas eu sa crise où il a  voilà  enfin il a passé un concours qu'il n'a pas eu||,spontané,Marina
563,#spk2 : j'ai pris une position et j'ai ouais ouais j'ai cherché le conflit étant jeune donc euh ça s'est très mal passé étant donné que le milieu scolaire ne ne fait pas du cas par cas  donc euh les les éléments perturbateurs euh voilà quoi .|#spk1 : et euh donc vous en gardez un mauvais souvenir ou vous vous dites après tout j'ai eu un parcours un peu en dents de scies mais.|,pourquoi ?,#spk1 :  enfin est-ce que vous pouvez les exprimer ou c'est simp-.#spk2 : ben j'ai eu euh je pense avoir perdu du temps quoi. perdu du temps surtout.|#spk2 : pour me retrouver par envie et par passion là où je suis aujourd'hui j'ai l'impression que bon que le poids des an- enfin les années n- ne passent pas aussi vite que pour les étudiants euh typiques d'une vingtaine d'années quoi|#spk1 : donc euh donc euh donc vous avez arrêté. qu'est-ce que vous avez fait pendant tout ce enfin tout ce trou il est pas si énorme que ça mais|#spk2 : ca ça fait quand même  ca fait. enfin j- j'ai travaillé enfin pour être tout à fait formel la première année j'ai fait une année sabbatique.|,spontané,Marina
564,#spk2 : ca ça fait quand même  ca fait. enfin j- j'ai travaillé enfin pour être tout à fait formel la première année j'ai fait une année sabbatique.|#spk2 : et puis après j'ai travaillé trois ans à la poste en tant que facteur enfin en tant que tous les boulots qu'on pouvait me faire faire en tant que postier.|#spk2 : et puis après j'ai des expériences euh j'ai deux fois un an dans des centres de distribution pour pas les citer leclerc et intermarché.|#spk2 : et puis après des petits boulots d'intérim mais essentiellement dans la durée ça je dirais la poste puisque j'ai tra- j'ai fait euh deux ans et demi euh quasiment trois ans euh chez eux .|,donc après l'armée vous l'avez fait où l'armée ?,#spk2 : je l'ai fait à brive-la-gaillarde  pas très loin d'ici.|#spk2 : et en revenant de l'armée euh bon déjà d'une ils m'ont pas repris à la poste puisqu'entre temps il y a eu des euh tita- titularisations pour les jeunes qui étaient dans le même cas que moi mais bon moi j'étais plus là.|||,spontané,Marina
565,#spk2 : et puis un jeu qui s'appelle euh  trappe-trappe je sais pas si vous connaissez  ?|#spk1 : moi tout le monde m'en parle c'est quoi ça. vous pouvez m'expliquer ?|#spk2 : ben il faut euh il y a des équipes qui sont constituées des des camps où on at- enfin où on est protégé où on peut se cacher pendant qu'il y a l'équipe adverse qui cherche à vous attraper. si vous êtes attrapés vous vous faites plus partie du jeu vous êtes prisonniers dans une dans un coin délimité dans la cour et le but du jeu c'est qu'une équipe ait fait prisonnier tous les autres quoi.  et on s'attrape. d'où trappe-trappe en fait.|#spk1 : d'accord. et donc donc vous étiez à saint jean à l'école primaire ensuite au collège vous êtes allés où ?|#spk2 : au collège euh au collège saint jean aussi.|#spk1 : saint jean aussi vous en gardez un bon souvenir ou ?|#spk2 : le collège aussi oui tr- enfin un bon souvenir euh individu normal on va dire j'étais ouais ouais de très bons souvenirs des amis un bon r- une bonne relation avec les étu- enfin euh  point de vue du corps apprenant et tout ça enfin ça  ça s'est très bien passé le le collège.|#spk1 : et alors qu'est-ce qui s'est pas mal passé le lycée ?|#spk2 : le lycée s'est très mal passé en revanche quoi|#spk2 : a raymond nave.  c'est à croix daurade là. enfin c'est tous ceux qui viennent de la banlieue nord ils ils arrivent à croix daurade comme euh c'est un lycée assez grand raymond nave donc euh point de vue de euh géographique je dépendais de ce lycée.|#spk2 : je sais pas. après là c'est un parcours personnel euh il y a plusieurs choses qui rentrent en compte mais là  c'est mal passé. d'ailleurs euh j'ai fait un petit break et j'ai repris mes études et j'ai fait daeu à l' de la culture qui m'a permis de euh|#spk2 : voilà parce que sinon je me suis arrêté en première donc euh euh jusqu'à pendant six sept ans je me suis arrêté et puis un jour en revenant de l'armée j'ai repris mes études et je suis revenu en faculté quoi|#spk1 : et euh qu'est-ce qu'est-ce qui se passait mal ? la crise d'adolescence c'était euh ou vraiment ?|#spk2 : c'est plus ça ouais ouais c'est plutôt euh un conflit euh conflit  interne qui ser- enfin ça c'est plutôt un point de vue indi-  individuel on va dire quoi  ayant fait quelques u.e de psychologie euh je comprends un peu qu'est-ce qu-|,et puis un jeu qui s'appelle euh  trappe-trappe je sais pas si vous connaissez  ?,#spk1 : moi tout le monde m'en parle c'est quoi ça. vous pouvez m'expliquer ?|#spk2 : ben il faut euh il y a des équipes qui sont constituées des des camps où on at- enfin où on est protégé où on peut se cacher pendant qu'il y a l'équipe adverse qui cherche à vous attraper. si vous êtes attrapés vous vous faites plus partie du jeu vous êtes prisonniers dans une dans un coin délimité dans la cour et le but du jeu c'est qu'une équipe ait fait prisonnier tous les autres quoi.  et on s'attrape. d'où trappe-trappe en fait.|#spk1 : d'accord. et donc donc vous étiez à saint jean à l'école primaire ensuite au collège vous êtes allés où ?|#spk2 : au collège euh au collège saint jean aussi.|,spontané,Marina
566,#spk2 : ben il faut euh il y a des équipes qui sont constituées des des camps où on at- enfin où on est protégé où on peut se cacher pendant qu'il y a l'équipe adverse qui cherche à vous attraper. si vous êtes attrapés vous vous faites plus partie du jeu vous êtes prisonniers dans une dans un coin délimité dans la cour et le but du jeu c'est qu'une équipe ait fait prisonnier tous les autres quoi.  et on s'attrape. d'où trappe-trappe en fait.|#spk1 : d'accord. et donc donc vous étiez à saint jean à l'école primaire ensuite au collège vous êtes allés où ?|#spk2 : au collège euh au collège saint jean aussi.|#spk1 : saint jean aussi vous en gardez un bon souvenir ou ?|,et alors qu'est-ce qui s'est pas mal passé le lycée ?,#spk2 : le lycée s'est très mal passé en revanche quoi|#spk2 : a raymond nave.  c'est à croix daurade là. enfin c'est tous ceux qui viennent de la banlieue nord ils ils arrivent à croix daurade comme euh c'est un lycée assez grand raymond nave donc euh point de vue de euh géographique je dépendais de ce lycée.|#spk2 : je sais pas. après là c'est un parcours personnel euh il y a plusieurs choses qui rentrent en compte mais là  c'est mal passé. d'ailleurs euh j'ai fait un petit break et j'ai repris mes études et j'ai fait daeu à l' de la culture qui m'a permis de euh|#spk2 : voilà parce que sinon je me suis arrêté en première donc euh euh jusqu'à pendant six sept ans je me suis arrêté et puis un jour en revenant de l'armée j'ai repris mes études et je suis revenu en faculté quoi|,spontané,Marina
567,#spk1 : et alors qu'est-ce qui s'est pas mal passé le lycée ?|#spk2 : le lycée s'est très mal passé en revanche quoi|#spk2 : a raymond nave.  c'est à croix daurade là. enfin c'est tous ceux qui viennent de la banlieue nord ils ils arrivent à croix daurade comme euh c'est un lycée assez grand raymond nave donc euh point de vue de euh géographique je dépendais de ce lycée.|#spk2 : je sais pas. après là c'est un parcours personnel euh il y a plusieurs choses qui rentrent en compte mais là  c'est mal passé. d'ailleurs euh j'ai fait un petit break et j'ai repris mes études et j'ai fait daeu à l' de la culture qui m'a permis de euh|,et euh qu'est-ce qu'est-ce qui se passait mal ?,#spk1 :  la crise d'adolescence c'était euh ou vraiment #spk2 : c'est plus ça ouais ouais c'est plutôt euh un conflit euh conflit  interne qui ser- enfin ça c'est plutôt un point de vue indi-  individuel on va dire quoi  ayant fait quelques u.e de psychologie euh je comprends un peu qu'est-ce qu-||,spontané,Marina
568,#spk1 : et alors qu'est-ce qui s'est pas mal passé le lycée ?|#spk2 : le lycée s'est très mal passé en revanche quoi|#spk2 : a raymond nave.  c'est à croix daurade là. enfin c'est tous ceux qui viennent de la banlieue nord ils ils arrivent à croix daurade comme euh c'est un lycée assez grand raymond nave donc euh point de vue de euh géographique je dépendais de ce lycée.|#spk2 : je sais pas. après là c'est un parcours personnel euh il y a plusieurs choses qui rentrent en compte mais là  c'est mal passé. d'ailleurs euh j'ai fait un petit break et j'ai repris mes études et j'ai fait daeu à l' de la culture qui m'a permis de euh|#spk1 : et euh qu'est-ce qu'est-ce qui se passait mal, la crise d'adolescence c'était euh ou vraiment ?,#spk2 : c'est plus ça ouais ouais c'est plutôt euh un conflit euh conflit  interne qui ser- enfin ça c'est plutôt un point de vue indi-  individuel on va dire quoi  ayant fait quelques u.e de psychologie euh je comprends un peu qu'est-ce qu-||,spontané,Marina
569,0,alors euh autrement est-ce que la musique est-ce que vous en écoutez ou pas du tout?,#spk2 : j'écoute beaucoup la radio j'écoute beaucoup la radio j'ai pas beaucoup de c.d en fait.|#spk2 : mais euh j'aime bien écouter la radio et j'écoute jamais la même radio je quand ça me plaît pas je zappe ce qui fait que je sais jamais  sur quelle radio je suis.|#spk2 : et j'écoute euh la musique j'écoute euh des émissions aussi ça dépend ce qui m'intéresse suivant l'humeur aussi j'aime à peu près tous les styles de euh de musique.|#spk2 : a part peut-être vraiment euh la techno vraiment pure et dure mais sinon euh j'écoute un peu tout.|,spontané,Martin
570,#spk2 : a part peut-être vraiment euh la techno vraiment pure et dure mais sinon euh j'écoute un peu tout.|#spk1 : hum euh et autrement qu'est-ce que vous faites pendant vos vacances?|#spk2 : pendant mes vacances euh je euh j'essaie de trouver des jobs d'été  ça c'est sûr parce que ça sert.|#spk2 : donc euh mais je fais pas mal de bénévolat dans l'animation surtout en fait du bénévolat et puis je sors euh|,et vous avez voyagé à l'étranger un peu en soit en famille soit tout seule ou?,#spk2 : euh j'ai fait l'angleterre l'espagne euh l'italie voilà.||,spontané,Martin
571,#spk1 : euh autrement comment est-ce que vous vivez donc à toulouse en fait est-ce que vous vivez dans un appartement est-ce que vous vivez seule  est-ce que vous vivez...|#spk2 : je vis dans un appartement avec ma soeur en fait euh toutes les deux|#spk2 : enfin on a de la famille sur toulouse mais c'est vrai qu'on va pas très souvent les voir finalement parce que le week-end on rentre sur mazamet  mais on vit toutes les deux euh dans notre appartement ouais.|#spk1 : il est comment il a quelle taille si c'est pas?|,hum hum vous pouvez le décrire un petit peu?,#spk2 : euh donc euh  euh il y a une assez grande salle de bain avec une baignoire un lavabo un bidet un w.c il y a une toute petite cuisine vraiment toute petite|#spk2 : une grande pièce à vivre qui nous sert de salle à manger de bureau et|#spk2 : il y a pas de cloison en fait avec la chambre c'est des étagères qui séparent avec des rideaux donc on ferme les rideaux et il y a une chambre avec deux petits lits pour ma soeur et moi et on a un balcon avec nos plantations|#spk2 : ça ça ça reste de mazamet on ramène nos plantations notre persil notre thym  nos nos petites plantes et on a une place réservée dans un garage en sous-sol.|,spontané,Martin
572,#spk1 : hum hum vous pouvez le décrire un petit peu?|#spk2 : euh donc euh  euh il y a une assez grande salle de bain avec une baignoire un lavabo un bidet un w.c il y a une toute petite cuisine vraiment toute petite|#spk2 : une grande pièce à vivre qui nous sert de salle à manger de bureau et|#spk2 : il y a pas de cloison en fait avec la chambre c'est des étagères qui séparent avec des rideaux donc on ferme les rideaux et il y a une chambre avec deux petits lits pour ma soeur et moi et on a un balcon avec nos plantations|,hum hum il est situé où cet appartement?,|,spontané,Martin
573,#spk2 : et en furetant comme ça dans dans les dossiers je suis tombée sur un dossier sur la linguistique et sur les sciences du langage|#spk2 : et ça m'a intéressé donc j'ai dit je me lance et donc euh je suis venue en deug.|#spk2 : déjà j'avais vu qu'il y avait une euh une partie tal donc euh liée à l' informatique et ça ça m'intéressait|#spk2 : bon mais j'avais vu juste ça  comme ça et|,donc là vous êtes en licence tal  et euh en fait vous voulez est-ce que vous savez ce que vous voulez faire plus tard ou pas plus que ça ou?,#spk2 : moi j'aimerais bien créer des logiciels sur le langage maintenant bon c'est pas évident.|#spk2 : mais c'est vrai que pff  je trouve tous les intér- tous les débouchés de des sciences du langage déjà intéressants alors euh||,spontané,Martin
574,#spk1 : et euh pour les cours de maths par contre je pense c'est plus structuré parce que|#spk2 : même pas même pas en fait euh c'est pareil au début j'ai donné des cours pour rendre service à une amie.|#spk2 : et disons que euh le niveau de sa classe était assez pitoyable.|#spk2 : et donc euh comme elle a elle a gagné dix points en deux mois euh de moyenne euh|,d'accord donc c'est des cours particuliers  en fait?,#spk2 : c'est des cours particuliers oui oui à une personne chaque fois.|#spk1 : et euh ils ont quel âge en fait c'est des?|#spk2 : euh la plupart du temps c'est des élèves de troisième donc ils doivent avoir euh quinze ans par là quelque chose comme ça.|#spk1 : et qu'est-ce qu'ils font en maths?|,spontané,Martin
575,#spk2 : ca s'est su et donc euh depuis euh d'années en années euh il y a des gens qui m'appellent donc c'est pratique.|#spk1 : d'accord donc c'est des cours particuliers  en fait?|#spk2 : c'est des cours particuliers oui oui à une personne chaque fois.|#spk1 : et euh ils ont quel âge en fait c'est des?|,et qu'est-ce qu'ils font en maths?,#spk2 : les égalités remarquables la trigonométrie euh thalès pythagore euh voilà c'est sympatique.||,spontané,Martin
576,#spk2 : je j'en fais encore un de temps en temps mais tous les trente six du mois.|#spk1 : hum hum et euh sur internet qu'est-ce que vous faites en fait?|#spk2 : pff un peu de tout je fais pas mal de recherches documentaires sur euh en ce moment c'est plutôt la recherche sur l'angleterre sur guildford parce que ma soeur part en angleterre l'année prochaine en assistanat donc je fais pas mal là-dessus.|#spk2 : comme elle y entend rien en informatique  c'est moi qui recherche.|,hum hum et autrement alors qu'à mazamet vous regardez un peu plus la télé  qu'est-ce que vous regardez euh?,#spk2 : je regarde les émissions du soir euh les films les téléfilms euh euh les émissions de divertissement les reportages ça dépend des soirs suivant l'humeur.|#spk1 : le sport?|#spk2 : le sport alors je suis un sport par an je choisis un sport chaque année et je suis un sport par an|#spk2 : ah cette année j'ai pas encore choisi il faudrait que je m'y mette|,spontané,Martin
577,0,d'accord et elle a fait ses études où ?,#spk1 :  à à#spk2 : toulouse  au mirail pareil.|#spk1 : et après elle est elle a redemandé de revenir à mazamet?|#spk2 : elle a demandé de revenir sur mazamet oui dès qu'elle a pu.|#spk1 : vous pouvez décrire un peu euh la maison de de vos parents votre famille tout ça quoi?|,spontané,Martin
578,#spk2 : et elle est dans le ccvcv.|#spk1 : d'accord et elle a fait ses études où ? à à|,et après elle est elle a redemandé de revenir à mazamet?,#spk2 : elle a demandé de revenir sur mazamet oui dès qu'elle a pu.|#spk1 : vous pouvez décrire un peu euh la maison de de vos parents votre famille tout ça quoi?|#spk2 : donc euh j'ai une soeur jumelle euh qui s'appelle vcvcv euh.|#spk2 : alors la maison de mes parents.|,spontané,Martin
579,#spk2 : et elle est dans le ccvcv.|#spk1 : d'accord et elle a fait ses études où ? à à|#spk2 : toulouse  au mirail pareil.|#spk1 : et après elle est elle a redemandé de revenir à mazamet?|,vous pouvez décrire un peu euh la maison de de vos parents votre famille tout ça quoi?,#spk2 : donc euh j'ai une soeur jumelle euh qui s'appelle vcvcv euh.|#spk2 : alors la maison de mes parents.|#spk2 : ben c'est une maison euh toute simple avec deux étages euh.|#spk2 : on a une chambre chacun deux salles de bain|,spontané,Martin
580,#spk2 : alors la maison de mes parents.|#spk2 : ben c'est une maison euh toute simple avec deux étages euh.|#spk2 : on a une chambre chacun deux salles de bain|#spk2 : une petite cuisine|,il y a un jardin?,#spk2 : il y a un jardin oui oui ah et euh oui un  bon il est petit mais un un petit jardin avec une partie cultivée et une partie avec de la pelouse et des arbres.|#spk1 : qu'est-ce qu'il y a dans la partie cultivée?|#spk2 : ouh de tout euh des légumes de tout hein euh vraiment euh des poireaux des tomates du persil euh de des salades des choux des  des oignons des fraises des framboises de tout.|#spk1 : et vos grands-parents ils habitent euh à la campagne|,spontané,Martin
581,#spk2 : ils habitent plus ou moins enfin un peu dans la montagne disons qu'avant ils avaient une ferme maintenant ils ont il leur reste quand même deux champs mais ils sont dans une maison euh normale.|#spk2 : ils élèvent encore des animaux euh et ils ont leur grand jardin ils sont contents.|#spk1 : vous y alliez souvent chez vos|#spk2 : très souvent très souvent  surtout chez mes grands-parents pa- maternelles  en fait euh depuis toujours on y va très très souvent ça ça change de la ville.|,et euh v- vous parlez occitan ou pas vous?,#spk2 : très peu très peu je com- je comprends bien mais parler euh très très peu.|#spk1 : euh  autrement pour l'école vous avez été à l'école où en fait?|#spk2 : j'ai été à l'école euh dans laquelle euh enseigne ma mère donc en fait dans une école privée euh en primaire à l'école saint jean à mazamet|#spk2 : et j'ai suivi par le collège-lycée jeanne d'arc qui est juste à côté donc euh j'ai fait toute ma scolarité à dans un tout petit espace.|,spontané,Martin
582,0,d'accord et comme job vous essayez de trouver quoi en fait?,#spk2 : comme job je fais un peu de tout j'ai fait euh j'ai fait du secrétariat téléphonique dans la banque de mon père bon je me suis fait pistonner un peu|#spk2 : et sinon j'ai fait caissière j'ai j'ai fait j'ai ramassé l'ail aussi plutôt trié j'ai fait un peu de tout des des colonies de vacances aussi.|#spk1 : hum hum et qu'est-ce que vous préférez?|#spk2 : les colonies de vacances même si c'est moins bien payé c'est c'est une autre ambiance et puis bon je m'entends tellement bien avec les enfants que|,spontané,Martin
583,#spk2 : en fait de plus en plus je m'aperçois que ça me revient euh.|#spk2 : disons qu'en fait je me suis aperçue que sur le mirail je retrouvais des gens avec qui j'étais en primaire  et alors donc forcément on se souvient des de tout ça des jeux on avait de|#spk2 : je me souviens en maternelle on avait des grosses roues de de des pneus et des des roues de camion aussi qu'on faisait rouler voilà on avait la marelle na na na tout ça.|#spk2 : et euh oui oui on faisait beaucoup de jeux on jouait aux billes aux voitures j'étais un peu garçon manqué donc euh je jouais plus avec les garçons  qu'avec les filles mais|,et elle qu'est-ce qu'elle fait elle est au mirail aussi?,#spk2 : elle est au mirail elle est en licence d'anglais|#spk1 : et qu'est-ce que vous faisiez euh comme activité après les est-ce que vous faisiez des choses après l'école en primaire ou|#spk2 : en primaire oh oui je fais alors j'ai fait pff j'ai fait de la natation j'ai fait du basket et du volley et de la gym au sol  voilà j'ai- j'aime bien changer.|#spk1 : ensuite  au collège et au lycée qu'est-ce que vous avez fait comme cursus est-ce que vous avez aussi des souvenirs des des bons souvenirs des mauvais souvenirs euh je sais pas.|,spontané,Martin
584,#spk2 : la balle au camp des trucs comme ça  des des jeux collectifs.|#spk1 : ah et en dehors et et en dehors de l'école qu'est-ce que qu'est-ce que tu ou vous faisiez comme euh|#spk2 : en dehors de l'école on était tout le temps dehors  sauf quand c'était l'hiver  mais euh je me souviens que l'été on était tout le temps dehors que mes parents ils avaient du mal à nous récupérer souvent pour les repas on rentrait parce qu'on avait faim quoi mais  souvent on était tout le temps par monts et par vaux on allait construire des cabannes dans la forêt on était tout le temps dehors oui|#spk2 : même y compris après le diner le soir on ressortait euh jusqu'à dix heures onze heures on avait la permission de de faire les idiots dans le village .|,c'était où cette cette ville?,#spk2 : saint-affrique c'était   et voilà c'est là que j'ai fini ma scolarité.||,spontané,Martin
585,#spk1 : en fait le roquefort c'est tenu par un  de de moisissure d'accord.|#spk2 : dans le fromage déjà frais de brebis en fait hein  parce que le fromage il est déjà il arrive il est déjà formé.|#spk2 : et après on y injecte euh cette moisissure qui est fabriquée alors plus ou moins artisanalement et après il est affiné de la même façon que ce soit le société n'importe quelle autre marque il est affiné de toute façon dans la cave. disons que les euh les les artisanaux purs et durs eux ils vont vraiment le laisser affiner tout le temps dans la cave alors que les moins artisanaux ils vont le laisser s'affiner un peu dans la cave et après ils vont le mettre au fri- au frigo quoi.|#spk1 : x|,c'est à peu près équivalent?,#spk2 : a la sortie moi je dirais que euh pff la qualité elle vient de plus  tellement de de choses dans le fromage elle vient de de la de la date  ou du lait disons puisqu'il y a des an-dans dans l'année il y a des des périodes où le lait est beaucoup plus riche  beaucoup plus gras que que d'autres mois.|#spk2 : donc euh sachant que pour le roquefort euh normalement il faut le laisser affiner disons trois mois au minimum dans la cave et que le lait là où il est le meilleur c'est disons au mois de d'avril au moment où  les brebis elles ont les agneaux en fait hein  c'est là que le lait est le plus riche et le plus gras le plus crémeux  ben il faut compter trois mois après.|#spk2 : disons que le meilleur fromage tu l'achètes à la sortie de la cave  en décembre par là tu vois.||,spontané,Martin
