,previous_5_turn,question,next_5_turn,categorie
0,#spk4 : monsieur,depuis combien de temps habitez-vous Orléans ?,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais,préparé
1,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante,vous vous plaisez à  Orléans ?,#spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : Hm,préparé
2,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à  Orléans ? | #spk1 : oui et non,pourquoi ça ?,#spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : hm | #spk4 :,spontané
37,#spk4 : et pourquoi est-ce que vous dites le plus longtemps possible ? | #spk1 : ben le plus longtemps possible pour euh essayer d'obtenir la meilleure situation possible bien entendu | #spk1 :  | #spk4 : et pour revenir euh à  la ville d'Orléans // est-ce que d'après vous // on fait assez pour les habitants ? // à  Orléans ? | #spk1 : ben en quel sens ?,bon est-ce qu'on fait assez pour les les habitants ?,#spk1 : oh vous savez y'a pas à se plaindre c'est pas // y'a bien des détails comme euh un trottoir qui est démoli et qui est pas refait ou des des bricoles comme ça qui sont vous savez ça se passe partout ça dans toutes les villes hein | #spk4 : hm hm // alors j'ai une question que je vais vous poser // c'est de parler des événements de mai dernier | #spk1 : oui | #spk4 : moi // je n'étais pas en France à l'époque | #spk1 : hm hm,préparé
38,#spk1 : oh vous savez y'a pas à  se plaindre c'est pas // y'a bien des détails comme euh un trottoir qui est démoli et qui est pas refait ou des des bricoles comme ça qui sont vous savez ça se passe partout ça dans toutes les villes hein | #spk4 : hm hm // alors j'ai une question que je vais vous poser // c'est de parler des événements de mai dernier | #spk1 : oui | #spk4 : moi // je n'étais pas en France à  l'époque | #spk1 : hm hm,est ce que vous pourriez m'expliquer ce qui s'est passé ?,#spk1 : ce qui s'est passé en mai ? | #spk4 : hm hm | #spk1 : oh vous savez c'est // euh en mai c'est une grève générale quoi // grève // mécontentement général des ouvriers c'est euh // euh ça a commencé évidemment par le les manifestations étudiants euh // et puis // y a eu le // le mécontentement // les sal- et et surtout pour les petits salaires // ils ont été euh // d'ailleurs euh // le gouvernement a immédiatement accordé à // une augmentation substantielle | #spk4 : hm hm | #spk1 : ce qu'il aurait d'ailleurs très bien pu faire euh // les années précédentes // grève générale // jusqu'à temps qu'on obtienne,préparé
39,#spk4 : hm hm // alors j'ai une question que je vais vous poser // c'est de parler des événements de mai dernier | #spk1 : oui | #spk4 : moi // je n'étais pas en France à  l'époque | #spk1 : hm hm | #spk4 : est ce que vous pourriez m'expliquer ce qui s'est passé ?,ce qui s'est passé en mai ?,#spk4 : hm hm | #spk1 : oh vous savez c'est // euh en mai c'est une grève générale quoi // grève // mécontentement général des ouvriers c'est euh // euh ça a commencé évidemment par le les manifestations étudiants euh // et puis // y a eu le // le mécontentement // les sal- et et surtout pour les petits salaires // ils ont été euh // d'ailleurs euh // le gouvernement a immédiatement accordé à // une augmentation substantielle | #spk4 : hm hm | #spk1 : ce qu'il aurait d'ailleurs très bien pu faire euh // les années précédentes // grève générale // jusqu'à temps qu'on obtienne | #spk4 : hm,spontané
40,#spk4 : hm hm | #spk1 : oh vous savez c'est // euh en mai c'est une grève générale quoi // grève // mécontentement général des ouvriers c'est euh // euh ça a commencé évidemment par le les manifestations étudiants euh // et puis // y a eu le // le mécontentement // les sal- et et surtout pour les petits salaires // ils ont été euh // d'ailleurs euh // le gouvernement a immédiatement accordé à  // une augmentation substantielle | #spk4 : hm hm | #spk1 : ce qu'il aurait d'ailleurs très bien pu faire euh // les années précédentes // grève générale // jusqu'à  temps qu'on obtienne  | #spk4 : hm,qu'est-ce que vous les différences entre les classes sociales sont très marquées à  Orléans ?,#spk1 : bon vous savez chez chez nous les fonctionnaires on peut pas // ben les classes sociales vous voulez parlez de // la population mais la population en général quoi ? | #spk4 : hm hm | #spk1 : bon // oui euh vous avez // y'a quand mème euh // y'a quand mème pas mal de // de gros propriétaires // enfin vous savez c'est partout ça // c'est le régime français ça | #spk4 : et à quoi est-ce qu'on reconnaît par exemple un gros propriétaire ? | #spk1 : ah ben ici si il se reconnaît difficilement,préparé
41,#spk1 : oh vous savez c'est // euh en mai c'est une grève générale quoi // grève // mécontentement général des ouvriers c'est euh // euh ça a commencé évidemment par le les manifestations étudiants euh // et puis // y a eu le // le mécontentement // les sal- et et surtout pour les petits salaires // ils ont été euh // d'ailleurs euh // le gouvernement a immédiatement accordé à  // une augmentation substantielle | #spk4 : hm hm | #spk1 : ce qu'il aurait d'ailleurs très bien pu faire euh // les années précédentes // grève générale // jusqu'à  temps qu'on obtienne  | #spk4 : hm | #spk4 : qu'est-ce que vous les différences entre les classes sociales sont très marquées à  Orléans ?,la population mais la population en général quoi ?,#spk4 : hm hm | #spk1 : bon // oui euh vous avez // y'a quand mème euh // y'a quand mème pas mal de // de gros propriétaires // enfin vous savez c'est partout ça // c'est le régime français ça | #spk4 : et à quoi est-ce qu'on reconnaît par exemple un gros propriétaire ? | #spk1 : ah ben ici si il se reconnaît difficilement | #spk1 spk4 :,spontané
42,#spk4 : hm | #spk4 : qu'est-ce que vous les différences entre les classes sociales sont très marquées à  Orléans ? | #spk1 : bon vous savez chez chez nous les fonctionnaires on peut pas // ben les classes sociales vous voulez parlez de // la population mais la population en général quoi ? | #spk4 : hm hm | #spk1 : bon // oui euh vous avez // y'a quand mème euh // y'a quand mème pas mal de // de gros propriétaires //  enfin vous savez c'est partout ça // c'est le régime français ça,et à  quoi est-ce qu'on reconnaît par exemple un gros propriétaire ?,#spk1 : ah ben ici si il se reconnaît difficilement | #spk1 spk4 : | #spk4 spk1 : mais c'est quoi c'est // c'est pas celui | #spk1 : qui est bien habillé | #spk4 spk1 : en général,spontané
43,#spk1 : ah ben ici si il se reconnaît difficilement | #spk1 spk4 :  | #spk4 spk1 : mais c'est quoi c'est // c'est pas celui | #spk1 : qui est bien habillé | #spk4 spk1 : en général,par quoi alors ?,#spk1 : ah ben par ce // par les discussions par le // quand on connaît les gens quoi | #spk4 : hm hm | #spk1 : autrement | #spk4 : et | #spk4 : est-ce que on peut passer d'une classe à l'autre ?,spontané
44,#spk4 : hm hm // mais // par quoi alors ? | #spk1 : ah ben par ce // par les discussions par le // quand on connaît les gens quoi | #spk4 : hm hm | #spk1 : autrement | #spk4 : et,est-ce que on peut passer d'une classe à  l'autre ?,#spk1 : euh celui qui qui peut faire beaucoup d'économies // qui arrive à en faire évidemment euh là il va monter un petit peu // ça en général c'est du patr- du patrimoine euh familial | #spk4 : hm hm | #spk4 : et est-ce que les différences entre les classes ont tendance à diminuer ou à augmenter ? | #spk1 : vous savez moi je vois pas hein ? // ce ça aurait plutôt tendance à à diminuer quand mème | #spk4 : hm hm,préparé
45,#spk1 : autrement | #spk4 : et | #spk4 : est-ce que on peut passer d'une classe à  l'autre ? | #spk1 : euh celui qui qui peut faire beaucoup d'économies // qui arrive à  en faire évidemment euh là  il va monter un petit peu // ça en général c'est du patr- du patrimoine euh familial | #spk4 : hm hm,et est-ce que les différences entre les classes ont tendance à  diminuer ou à  augmenter ?,#spk1 : vous savez moi je vois pas hein ? // ce ça aurait plutôt tendance à à diminuer quand mème | #spk4 : hm hm | #spk1 : à diminuer | #spk4 : diminuer pourquoi ? | #spk1 : bien justement par le fait euh // des études que les jeunes peuvent faire mème euh // mème n'é- n'étant pas fortunés voyez vous,préparé
46,#spk4 : et | #spk4 : est-ce que on peut passer d'une classe à  l'autre ? | #spk1 : euh celui qui qui peut faire beaucoup d'économies // qui arrive à  en faire évidemment euh là  il va monter un petit peu // ça en général c'est du patr- du patrimoine euh familial | #spk4 : hm hm | #spk4 : et est-ce que les différences entre les classes ont tendance à  diminuer ou à  augmenter ?,vous savez moi je vois pas hein ?,#spk4 : hm hm | #spk1 : à diminuer | #spk4 : diminuer pourquoi ? | #spk1 : bien justement par le fait euh // des études que les jeunes peuvent faire mème euh // mème n'é- n'étant pas fortunés voyez vous | #spk4 : hm hm,non-question
47,#spk4 : hm hm | #spk4 : et est-ce que les différences entre les classes ont tendance à  diminuer ou à  augmenter ? | #spk1 : vous savez moi je vois pas hein ? // ce ça aurait plutôt tendance à  à  diminuer quand mème | #spk4 : hm hm | #spk1 : à  diminuer,diminuer pourquoi ?,#spk1 : bien justement par le fait euh // des études que les jeunes peuvent faire mème euh // mème n'é- n'étant pas fortunés voyez vous | #spk4 : hm hm | #spk1 : les bourses accordées tout ça euh permettent de poursuivre les études // ça diminue quand mème ça // seulement on n'enlèvera pas leur patrimoine familial qui est passé de père en fils ça y'a pas de doute | #spk4 : hm hm | #spk4 :,préparé
48,#spk1 : bien justement par le fait euh // des études que les jeunes peuvent faire mème euh // mème n'é- n'étant pas fortunés voyez vous | #spk4 : hm hm | #spk1 : les bourses accordées tout ça euh permettent de poursuivre les études // ça diminue quand mème ça // seulement on n'enlèvera pas leur patrimoine familial qui est passé de père en fils ça y'a pas de doute | #spk4 : hm hm | #spk4 :  ,vos enfants monsieur qu'est-ce qu'ils font ?,#spk1 : et bien j'ai un fils qui // qui est employé de banque | #spk4 : hm hm | #spk1 : celui qui n'a pas voulu continuer après son brevet | #spk4 : hm hm | #spk1 : et puis ma fille passe son BAC cette année,préparé
49,#spk4 : hm hm | #spk1 : celui qui n'a pas voulu continuer après son brevet | #spk4 : hm hm | #spk1 : et puis ma fille passe son BAC cette année | #spk4 : mh mh,fasse autre chose ?,#spk1 : c'est lui qui a voulu s'arrèter ça lui plaît d'ètre de de travailler dans une banque et // il continue d'ailleurs à étudier // pour euh obtenir des brevets son brevet professionnel il a déjà eu son certificat de // d'aptitude professionnelle maintenant il travaille pour son brevet professionnel // il a décidé de faire sa carrière là ma foi | #spk4 : hm hm // vous m'avez raconté une journée de votre travail | #spk4 : mais avec qui parlez-vous // au cours de votre travail ? | #spk1 : ah là euh // je parle avec beaucoup de monde // ça c'est difficile à vous expliquer | #spk4 : hm hm,spontané
50,#spk1 : et puis ma fille passe son BAC cette année | #spk4 : mh mh | #spk4 : et est-ce que vous aimeriez qui de toute façon votre fils // fasse autre chose ? | #spk1 : c'est lui qui a voulu s'arrèter ça lui plaît d'ètre de de travailler dans une banque et // il continue d'ailleurs à  étudier // pour euh obtenir des brevets son brevet professionnel il a déjà  eu son certificat de // d'aptitude professionnelle maintenant il travaille pour son brevet professionnel // il a décidé de faire sa carrière là  ma foi | #spk4 : hm hm // vous m'avez raconté une journée de votre travail,au cours de votre travail ?,#spk1 : ah là euh // je parle avec beaucoup de monde // ça c'est difficile à vous expliquer | #spk4 : hm hm | #spk4 : et et de quoi est-ce que vous parlez en général ? | #spk1 : ah euh dans les les conversations autres que le service par exemple oh // euh on parle un petit un petit peu de tout de famille de pèche de // de de chasse // enfin je suis pas chasseur mais enfin j'ai // y'a beaucoup de chasseurs dans le pays alors je suis bien obligé de d'écouter leurs histoires de chasse | #spk4 : hm hm,préparé
51,#spk1 : c'est lui qui a voulu s'arrèter ça lui plaît d'ètre de de travailler dans une banque et // il continue d'ailleurs à  étudier // pour euh obtenir des brevets son brevet professionnel il a déjà  eu son certificat de // d'aptitude professionnelle maintenant il travaille pour son brevet professionnel // il a décidé de faire sa carrière là  ma foi | #spk4 : hm hm // vous m'avez raconté une journée de votre travail | #spk4 : mais avec qui parlez-vous // au cours de votre travail ? | #spk1 : ah là  euh // je parle avec beaucoup de monde //  ça c'est difficile à  vous expliquer | #spk4 : hm hm,et et de quoi est-ce que vous parlez en général ?,#spk1 : ah euh dans les les conversations autres que le service par exemple oh // euh on parle un petit un petit peu de tout de famille de pèche de // de de chasse // enfin je suis pas chasseur mais enfin j'ai // y'a beaucoup de chasseurs dans le pays alors je suis bien obligé de d'écouter leurs histoires de chasse | #spk4 : hm hm | #spk1 : et puis bon enfin de toute sorte de chose de bricolage de papier peint de peinture de enfin de | #spk1 spk4 : ce // hm | #spk1 : qu'on fait quoi euh,préparé
52,#spk1 : ah euh dans les les conversations autres que le service par exemple oh // euh on parle un petit un petit peu de tout de famille de pèche de // de de chasse // enfin je suis pas chasseur mais enfin j'ai // y'a beaucoup de chasseurs dans le pays alors je suis bien obligé de d'écouter leurs histoires de chasse | #spk4 : hm hm | #spk1 : et puis bon enfin de toute sorte de chose de bricolage de papier peint de peinture de enfin de  | #spk1 spk4 : ce // hm | #spk1 : qu'on fait quoi euh,et ètes-vous satisfait de vos conditions de travail ?,#spk1 : ça pourrait ètre meilleur // ça pourrait ètre meilleur mais enfin y'a pas tellement à se plaindre quoi | #spk4 : et qu'est-ce que vous aimeriez voir changer ? | #spk1 : le // les horaires // les horaires de travail // parce que ça fait trente-deux ans que je me lève à quatre heures du matin hein ? // alors | #spk4 spk1 : | #spk4 spk1 : et pour madame aussi ça c'est // seulement c'est difficile,préparé
53,#spk1 : et puis bon enfin de toute sorte de chose de bricolage de papier peint de peinture de enfin de  | #spk1 spk4 : ce // hm | #spk1 : qu'on fait quoi euh | #spk4 : et ètes-vous satisfait de vos conditions de travail ? | #spk1 : ça pourrait ètre meilleur // ça pourrait ètre meilleur mais enfin y'a pas tellement à  se plaindre quoi,et qu'est-ce que vous aimeriez voir changer ?,#spk1 : le // les horaires // les horaires de travail // parce que ça fait trente-deux ans que je me lève à quatre heures du matin hein ? // alors | #spk4 spk1 : | #spk4 spk1 : et pour madame aussi ça c'est // seulement c'est difficile | #spk4 : hm hm | #spk1 : seulement ça c'est difficile surtout dans le métier de postier,préparé
54,#spk1 spk4 : ce // hm | #spk1 : qu'on fait quoi euh | #spk4 : et ètes-vous satisfait de vos conditions de travail ? | #spk1 : ça pourrait ètre meilleur // ça pourrait ètre meilleur mais enfin y'a pas tellement à  se plaindre quoi | #spk4 : et qu'est-ce que vous aimeriez voir changer ?,parce que ça fait trente-deux ans que je me lève à  quatre heures du matin hein ?,#spk4 spk1 : | #spk4 spk1 : et pour madame aussi ça c'est // seulement c'est difficile | #spk4 : hm hm | #spk1 : seulement ça c'est difficile surtout dans le métier de postier | #spk4 : hm hm,non-question
55,#spk4 spk1 :  | #spk4 spk1 : et pour madame aussi ça c'est // seulement c'est difficile | #spk4 : hm hm | #spk1 : seulement ça c'est difficile surtout dans le métier de postier | #spk4 : hm hm,est-ce que vous vous avez déjà  fait grève ?,#spk1 : ah oui | #spk4 : quand ? | #spk1 : à de à chaque fois | #spk4 : à chaque fois | #spk4 : et comment ça a com- commencé ? // savez vous ?,préparé
56,#spk4 : hm hm | #spk1 : seulement ça c'est difficile surtout dans le métier de postier | #spk4 : hm hm | #spk4 : est-ce que vous vous avez déjà  fait grève ? | #spk1 : ah oui,quand ?,#spk1 : à de à chaque fois | #spk4 : à chaque fois | #spk4 : et comment ça a com- commencé ? // savez vous ? | #spk1 : comme j'ai commencé à faire grève ? | #spk4 : hm hm // hm hm,préparé
57,#spk4 : est-ce que vous vous avez déjà  fait grève ? | #spk1 : ah oui | #spk4 : quand ? | #spk1 : à  de à  chaque fois | #spk4 : à  chaque fois,et comment ça a com- commencé ?,#spk1 : comme j'ai commencé à faire grève ? | #spk4 : hm hm // hm hm | #spk4 spk1 : ah | #spk1 : ça ça ça remonte à très loin ça | #spk4 : ah bon mais est-ce que vous pouvez me raconter ce qui s'est passé // quand quand vous avez fait grève ?,préparé
